time,open,high,low,close,volume
1774544393,215.0000,205.0000,207.5000,210.2200,4.8500
1774544421,215.0000,205.0000,207.5000,210.2200,4.8500
1774544421,215.0000,205.0000,207.5000,210.2200,4.8500
