time,open,high,low,close,volume
1774544393,155.0000,148.0000,155.0000,148.8200,5.6100
1774544421,155.0000,148.0000,155.0000,148.8200,5.6100
1774544421,155.0000,148.0000,155.0000,148.8200,5.6100
