time,open,high,low,close,volume
1774544393,610.0000,575.0000,597.0000,578.6900,8.8300
1774544421,610.0000,575.0000,597.0000,578.6900,8.8300
1774544421,610.0000,575.0000,597.0000,578.6900,8.8300
