time,open,high,low,close,volume
1774544393,667.0000,640.0000,661.0000,649.3700,9.9400
1774544421,667.0000,640.0000,661.0000,649.4800,9.9100
1774544421,667.0000,640.0000,661.0000,649.4800,9.9100
