time,open,high,low,close,volume
1774544393,180.0000,170.0000,177.5000,173.8500,4.3300
1774544421,180.0000,170.0000,177.5000,173.8500,4.3300
1774544421,180.0000,170.0000,177.5000,173.8500,4.3300
