time,open,high,low,close,volume
1774544393,295.0000,280.0000,295.0000,284.0500,6.2000
1774544421,295.0000,280.0000,295.0000,284.0500,6.2000
1774544421,295.0000,280.0000,295.0000,284.0500,6.2000
